"image","xmin","ymin","xmax","ymax","label"
"106.jpg",1138.3268983268983,553.3695819776173,1175.6671291827543,590.7151029748284,"rbc"
"105.jpg",1226.2487100103199,8.984518348623853,1256.439628482972,34.1473623853211,"rbc"
"105.jpg",333.59133126934984,131.90883027522938,377.4974200206398,174.20986238532112,"rbc"
"105.jpg",1092.182490752158,530.5263157894736,1114.2786683107277,554.1966743119265,"rbc"
"105.jpg",766.4506164591867,448.46025470787055,792.6374069648626,470.52160791887974,"rbc"
"105.jpg",238.32305795314426,75.9375,264.62806334771886,101.20065789473685,"rbc"
"105.jpg",485.58983893341554,620.1480584395559,512.9469790382244,645.4112163342928,"rbc"
"105.jpg",569.7657213316893,83.30592908357319,597.1229577681875,106.4638318513569,"rbc"
"105.jpg",275.1500366060419,10.67435013620477,297.24621416461156,35.937508030941615,"rbc"
"105.jpg",123.55212355212355,175.52059496567506,153.20463320463318,208.4725400457666,"rbc"
"105.jpg",181.758918516731,267.7860411899314,210.31320382882882,301.83641795981123,"rbc"
"105.jpg",375.04936856499353,547.8775743707093,411.2913248069498,577.5343249427917,"rbc"
"105.jpg",381.6388151544401,644.5366467927631,406.89832689832684,675.2918290546338,"rbc"
"105.jpg",707.8164213320463,378.72427305313215,739.6653796653796,411.6762181332237,"rbc"
"105.jpg",568.3397683397683,600.0515209346396,594.6975546975547,629.708271506722,"rbc"
"105.jpg",1030.699304214929,655.520662006579,1061.4500884813383,682.9805491990846,"rbc"
"105.jpg",820.9352879665379,70.07437070938215,861.5701415701415,111.81351790439074,"rbc"
"105.jpg",3.8438606016731014,367.74030811999427,29.103422619047617,396.2986270022883,"rbc"
"109.jpg",769.5910653183331,271.57894736842104,812.8236744759556,311.05263157894734,"pus"
"111.jpg",354.54076367389064,271.5842889908257,503.53973168214657,460.97133027522943,"ep"
"111.jpg",417.68833849329206,185.7849770642202,577.9308565531476,330.07396788990826,"ep"
"111.jpg",833.3415536374846,552.6315789473684,969.075215782984,706.2419724770643,"ep"
"111.jpg",1024.3363122392182,318.8100686498856,1200.6675815890635,487.0156758444776,"ep"
"111.jpg",559.98051567711,185.40255311443744,741.0486271322184,416.8421052631579,"ep"
"111.jpg",695.4119997928047,115.20689175571557,963.4047758505963,399.88865781076146,"ep"
"111.jpg",1146.3707999383478,380.14805843955594,1278.9478652897658,574.8848684210527,"ep"
"111.jpg",57.65765765765765,133.78147291100544,194.9378116956242,290.8524027459954,"ep"
"111.jpg",193.83958735521233,99.73112128146454,320.13729689510933,218.35812356979406,"ep"
"111.jpg",167.48180099742598,205.17734553775745,294.87773487773484,331.4931685318936,"ep"
"111.jpg",236.67099018661517,22.294050343249424,305.86017937580436,81.60755148741418,"missedlabel"
"111.jpg",792.3809523809523,0,937.3487773487773,63.707102201623286,"missedlabel"
"111.jpg",1029.6010296010295,479.7769213923055,1091.102598133848,536.8936094375715,"missedlabel"
"112.jpg",326.75954592363263,25.250573394495415,361.5428276573788,61.15768348623854,"rbc"
"112.jpg",490.86171310629516,90.67603211009175,516.3777089783282,117.69667431192661,"rbc"
"112.jpg",661.2745098039215,210.84461009174314,695.7275541795666,248.20699541284404,"rbc"
"112.jpg",880.077399380805,637.8947368421053,912.750257997936,664.3176605504586,"rbc"
"112.jpg",218.21981424148606,19.40883027522936,250.70691434468523,53.88646788990826,"rbc"
"112.jpg",320.7946336429309,72.11353211009175,353.0856553147575,101.85894495412845,"rbc"
"112.jpg",583.4443395499384,588.5691110711349,607.6448828606659,612.7796052631579,"rbc"
"112.jpg",494.00739827373616,602.253353721217,525.57336621455,633.832301089638,"rbc"
"112.jpg",720.2302327373613,366.4638157894737,746.5351418002467,395.93753212376646,"rbc"
"112.jpg",829.7211832368082,54.69680471878576,867.0614140926641,96.43592677345538,"rbc"
"112.jpg",314.6460746460746,516.0240609804061,348.6915822072072,550.074387469608,"rbc"
"112.jpg",191.6430884009009,253.50688174878434,219.09909909909908,285.3604454197655,"rbc"
"112.jpg",35.69286920849421,101.92793438036327,65.34537886100387,132.68306636155606,"rbc"
"112.jpg",78.52427203989703,249.11330583166477,116.96267696267694,279.86843781285756,"rbc"
"112.jpg",14.826254826254825,354.5595300879577,33.49637025418275,382.0194675611413,"rbc"
"112.jpg",32.39814591377091,355.6579114970681,51.06821106821106,386.4130434782609,"rbc"
"110.jpg",632.3290564846874,95.87143891839692,675.5117139334156,132.63157894736844,"pus"
"110.jpg",574.5491735500058,334.8054919908467,615.6054380961903,364.8054919908467,"pus"
"110.jpg",522.8656921916016,381.3532713664896,563.4525277435265,426.3157894736842,"pus"
"110.jpg",1223.6184658785278,482.55413395125225,1266.606081977599,533.4526431255641,"pus"
"110.jpg",451.37709137709123,564.9027627556492,515.0751085907334,612.1338672768877,"missedlabel"
"110.jpg",456.8683638996139,614.8798962206805,513.976833976834,670.8982028568361,"missedlabel"
"110.jpg",73.0330497908622,42.614433236198515,382.7370394948519,529.2048390124427,"ep"
"110.jpg",395.91593267374515,49.20482225221682,450.8280043436293,106.32151029748283,"missedlabel"
"110.jpg",303.6636804214929,413.87303123212246,356.37925313706563,468.7929061784897,"missedlabel"
"116.jpg",1128.2094943240454,447.2184633027523,1157.827657378741,481.8354357798165,"rbc"
"116.jpg",1085.6113256113256,484.17049730942506,1117.4603844916344,517.1224423895166,"rbc"
"116.jpg",1148.211068211068,423.7586147561499,1192.1407456563707,470.9897192773884,"missedlabel"
"115.jpg",303.71001031991744,236.17259174311928,569.3188854489165,436.43291284403676,"ep"
"115.jpg",1003.271713162762,340.1480423776727,1122.170160295931,413.68421052631584,"missedlabel"
"115.jpg",1111.6482352034523,158.04276315789474,1152.6839935265102,198.04277921977797,"pus"
"115.jpg",1103.1832166988415,120.60069487896882,1138.3268983268981,156.8478344670695,"rbc"
"119.jpg",828.9112487100103,473.46502293577987,881.2074303405573,526.4071100917432,"pus"
"119.jpg",560.3405572755418,265.42259174311926,651.7027863777089,409.88704128440367,"ep"
"119.jpg",711.8125770653514,263.5854357798165,943.5810113519091,517.3709862385322,"ep"
"119.jpg",385.2109462089687,261.42861697772554,445.1492112157957,315.0106123905696,"missedlabel"
"119.jpg",349.8561767879162,312.7796052631579,524.5212315043157,459.09542686060854,"ep"
"119.jpg",325.79371181198593,448.43177917620136,472.0493472158084,574.7475686498856,"ep"
"119.jpg",364.06692406692406,81.05836078285898,424.47021798584296,144.76546298448227,"missedlabel"
"119.jpg",153.20463320463318,231.53890160183067,354.18275418275414,520.4176368975258,"ep"
"119.jpg",148.81168556949805,156.8478344670695,314.6460746460746,284.2620137299771,"ep"
"119.jpg",0,0,317.9407979407979,149.15903890160183,"ep"
"119.jpg",151.00818452380952,505.0400457665904,319.03907255469755,704.9485796267163,"ep"
"119.jpg",11.531531531531531,165.6350114416476,181.758918516731,395.2002455931779,"ep"
"118.jpg",723.5045868623367,370.74490275433493,798.9622371355608,505.2631578947369,"ep"
"118.jpg",513.2706872039511,109.51759580711985,546.0063429416559,139.0194635184901,"pus"
"118.jpg",553.1608122266916,39.47368421052634,579.1205116802435,66.60758640862366,"pus"
"118.jpg",546.3352856555692,69.18234281494553,579.9896572402687,94.51944194030996,"pus"
"118.jpg",715.7746878642706,0,740.3136222905001,34.65743440233236,"pus"
"118.jpg",579.5714282104666,0,706.4088599044557,181.66795736151607,"ep"
"118.jpg",702.013994586159,478.1935440866571,702.013994586159,478.1935440866571,"point-pus"
"118.jpg",669.1327980502466,443.9830177708676,669.1327980502466,443.9830177708676,"point-pus"
"118.jpg",662.5565346601418,467.66722829718344,662.5565346601418,468.5444078947369,"point-pus"
"118.jpg",648.0456147533827,423.31178783006476,715.1232966276119,493.36384439359273,"c-pus"
"118.jpg",308.5371294843951,3.475400457665904,457.48609938063066,153.5898309004934,"ep"
"118.jpg",284.51312640765764,219.49372106067648,311.96911196911196,258.8529748283753,"pus"
"118.jpg",167.13857761221044,298.212270496639,196.65379665379666,346.72482837528605,"pus"
"118.jpg",140.36895084258364,483.10928170140875,174.002574002574,529.79124579877,"pus"
"118.jpg",0,0,264.60746460746464,291.80491990846684,"missedlabel"
"120.jpg",1148.1785345717235,433.22821100917434,1174.6749226006193,465.5126146788991,"rbc"
"120.jpg",1092.703818369453,418.9283256880734,1120.3095975232197,451.95068807339453,"rbc"
"120.jpg",1077.9778051787916,618.9473684210526,1110.1135190918474,642.5452981651376,"rbc"
"120.jpg",1119.9948400412798,484.7717889908257,1143.106295149639,507.8084862385321,"rbc"
"120.jpg",742.9927760577915,255.78947368421052,778.5706914344685,281.14678899082566,"rbc"
"120.jpg",849.5510835913312,315.7894736842105,881.5118679050566,341.9948394495413,"rbc"
"120.jpg",966.444782675709,399.09542686060854,990.6453259864365,427.5164794921875,"rbc"
"120.jpg",891.2226512226512,251.31006864988558,925.2681587837837,280.96681922196797,"rbc"
"120.jpg",697.9322514478764,242.52291681564645,725.3883124195623,272.17966738772884,"rbc"
"120.jpg",466.2033462033462,234.83409610983983,499.1505791505791,268.8844728797197,"rbc"
"121.jpg",576.6305469556244,77.58371559633028,619.4478844169247,122.51146788990826,"rbc"
"121.jpg",690.0412796697626,238.18520642201835,732.110423116615,280.80103211009174,"rbc"
"121.jpg",698.3023735810114,386.11238532110093,747.3993808049536,429.533256880734,"rbc"
"121.jpg",783.7203302373581,367.8646788990826,826.7440660474716,409.94380733944956,"rbc"
"121.jpg",892.4716202270382,462.7723623853211,938.7048503611971,500.10894495412845,"rbc"
"121.jpg",1050.7997936016511,471.4936926605505,1095.7843137254902,515.177752293578,"rbc"
"121.jpg",1106.5221878224975,615.8807339449542,1151.6202270381837,656.0452981651376,"rbc"
"121.jpg",1144.1176470588234,683.6129587155964,1182.9102167182662,720.0000000000001,"rbc"
"121.jpg",739.0505675954593,584.2826834862385,781.7647058823529,629.7368119266055,"rbc"
"121.jpg",552.4819401444788,325.4449541284404,593.1062951496388,371.22935779816515,"rbc"
"121.jpg",75.22954874517374,507.2368588654891,120.25740025740026,547.8775743707093,"rbc"
"121.jpg",281.6988416988417,648.9302729905606,320.1372968951094,695.0629961026888,"rbc"
"121.jpg",706.7181467181467,522.6144499964245,745.1566521879022,562.1567840925343,"rbc"
"126.jpg",668.2605146653653,0,759.531006468644,142.10526315789477,"ep"
"126.jpg",147.94407622218358,74.47566064673667,273.36757348994314,226.65199993245096,"ep"
"126.jpg",206.94980694980694,42.83467517564717,240.58346153072716,75.78662025573871,"pus"
"126.jpg",561.1325611325611,127.04519450800916,633.2046332046332,195.69508009153319,"ep"
"126.jpg",719.6911196911198,114.23055618251216,751.2655722128379,149.01315789473685,"pus"
"126.jpg",577.6061776061777,19.493714077249038,659.97425997426,128.41819221967967,"c-ep"
"126.jpg",605.7486476431789,54.733995660218824,605.7486476431789,54.733995660218824,"point-ep"
"126.jpg",631.8318527791184,93.17793158699227,631.8318527791184,93.17793158699227,"point-ep"
"126.jpg",239.2106496842825,149.01315789473685,265.9803078748391,185.62645813965963,"pus"
"125.jpg",746.3099805435836,202.10526315789474,803.3538840937115,246.7260985031386,"pus"
"125.jpg",763.8835020022676,607.8947368421053,808.0887792848335,645.2026195074843,"pus"
"125.jpg",692.0014150121077,528.8423466924191,741.0932622773296,571.7007182520522,"pus"
"125.jpg",1155.840590320592,254.88488448293586,1280,521.2006578947369,"ep"
"125.jpg",408.77928483353884,571.578947368421,546.6174090628854,714.8849005448191,"ep"
"125.jpg",623.2518902831403,468.7929061784897,688.0480815637065,523.7128314055349,"pus"
"125.jpg",762.7284427284427,0,803.3633968790218,39.31923872818936,"pus"
"125.jpg",421.17549469111964,462.2025171624714,688.0480815637065,609.3879388944508,"ep"
"128.jpg",631.0371517027863,218.54931192660553,672.672858617131,250.84403669724773,"rbc"
"128.jpg",1111.656346749226,12.631578947368421,1142.3168214654283,49.174885321100916,"rbc"
"128.jpg",1185.2115583075333,88.42105263157895,1217.254901960784,121.28325688073394,"rbc"
"128.jpg",1229.4169246646027,574.7368421052631,1266.2951496388027,606.3233944954129,"rbc"
"128.jpg",1105.9133126934983,304.7368421052632,1140.6914344685242,331.17316513761466,"rbc"
"128.jpg",881.1248710010319,295.2631578947368,913.8347718865598,319.7735091743118,"rbc"
"128.jpg",762.3181257706535,631.578947368421,799.0041279669762,658.6875,"rbc"
"128.jpg",946.4529708692971,190.6743742290296,972.7579762638717,219.09542686060857,"rbc"
"128.jpg",864.8648648648648,635.749494958524,892.3209258365507,667.6030083488272,"rbc"
"128.jpg",722.0935891248391,634.6510632687357,758.3355453667954,668.7014400386156,"rbc"
"128.jpg",692.4410794723294,673.0949656750572,727.584761100386,706.0469107551487,"rbc"
"14.jpg",735.7120743034054,101.05263157894737,790.0567595459236,142.59633027522932,"pus"
"14.jpg",1125.2818508154767,352.10526315789474,1186.8803945745992,416.7925820859488,"pus"
"14.jpg",1150.9539433918808,19.728422259777883,1201.9859351359469,66.3157894736842,"pus"
"14.jpg",1194.7718865598026,0,1250.5384941430332,30.674358167146384,"pus"
"14.jpg",1194.7718865598026,0,1250.5384941430332,30.674358167146384,"missedlabel"
"14.jpg",990.6453259864365,234.8849005448191,990.6453259864365,234.8849005448191,"point-pus"
"14.jpg",950.6617987053021,216.9901476408306,950.6617987053021,216.9901476408306,"point-pus"
"14.jpg",927.5824533551298,193.96956873703857,1015.9671635894085,269.7590424212491,"c-pus"
"14.jpg",833.0159065315315,285.3604454197654,879.1420326576576,334.7883630399027,"pus"
"14.jpg",313.5478503056628,283.1636323208667,361.87047538610034,340.28032036613274,"pus"
"14.jpg",223.49209700772198,152.454233409611,282.7971163127413,218.35812356979406,"pus"
"14.jpg",165.28530204311454,474.2849137853976,214.70615146396395,527.0080259135441,"pus"
"14.jpg",66.4436032014157,375.429078545123,122.4538992117117,442.4313501144165,"pus"
"14.jpg",0,332.591549941004,56.55943331724581,394.1018641840675,"pus"
"16.jpg",396.1528976572133,5.411200272409539,454.0238709926017,59.095410798725325,"pus"
"16.jpg",470.3329223181258,33.1578947368421,521.3646347102343,90.67435816714638,"pus"
"16.jpg",496.1118603575832,71.72698974609375,631.8455225030826,227.51644736842107,"ep"
"16.jpg",581.3399737977805,143.3059290835732,790.7274969173859,381.2006739566201,"ep"
"16.jpg",746.3970152996046,493.6949691947046,815.842144769395,554.7475847117687,"pus"
"16.jpg",474.1964339025259,490.21669226325594,580.4684938593692,578.6377448948349,"ep"
"16.jpg",921.2001965166461,235.93751606188323,1139.0053753082614,444.3585686934622,"ep"
"16.jpg",970.6535141800247,506.46384791324016,1198.9807143958076,701.0526315789474,"ep"
"16.jpg",872.7990135635018,554.8848844829357,992.7496917385943,656.8421052631578,"ep"
"16.jpg",0,428.15219067326944,57.65765765765765,492.9576994243421,"pus"
"161.jpg",863.7666907979408,191.99656750572083,908.7945423101673,230.44052019272027,"pus"
"161.jpg",958.2153917310167,395.2002455931779,1001.0467945624194,442.43135011441643,"pus"
"161.jpg",529.9013634169884,159.04462242562929,569.438042953668,200.78376962063788,"pus"
"161.jpg",461.8104488416988,121.69910142841819,506.8383003539253,165.63501144164758,"pus"
"161.jpg",449.7297297297297,1.9736925906393021,509.034749034749,29.65675057208238,"pus"
"161.jpg",981.2784547940797,556.1155606407322,1030.699304214929,605.5434782608695,"pus"
"161.jpg",413.48777348777344,354.5595300879577,454.12272763835256,398.4954401011871,"pus"
"161.jpg",338.8074123230373,579.7311380416905,379.44231620012863,624.7654797447083,"pus"
"161.jpg",457.4174509330759,559.9599709936356,506.8383003539253,609.3879388944508,"pus"
"161.jpg",552.9644264800514,502.84328294836956,602.3852759009009,545.6808115524885,"pus"
"161.jpg",516.7224702380952,540.1888039455806,560.6521476833976,586.3215270577087,"pus"
"162.jpg",1134.701447221218,433.4618664717349,1175.7372055442759,474.3664717348928,"pus"
"166.jpg",580.7485830537177,161.0526315789473,729.173859432799,372.85194350555287,"ep"
"166.jpg",641.2202126342885,343.9297348528113,691.7257613395906,396.5612816764133,"pus"
"166.jpg",518.6390050202317,337.1850794147097,552.3093387132034,387.7113952041834,"pus"
"166.jpg",228.5770145696163,444.42721857904564,331.6925258982229,561.2693720278533,"ep"
"166.jpg",387.31040316162614,137.75039762084245,583.0194043946717,381.9609078747487,"ep"
"166.jpg",733.977817874242,0,882.3378671960669,205.26315789473685,"ep"
"166.jpg",605.8703520127362,0,731.081992734068,169.47370027240953,"ep"
"166.jpg",1163.205918618989,0,1280,230.52631578947373,"ep"
"166.jpg",1.6473616473616473,26.138460696152748,152.10640886422135,194.19338060461956,"ep"
"166.jpg",53.26471002252252,476.48172688429634,258.63577863577865,675.2918290546338,"ep"
"166.jpg",811.051118082368,567.6487414187643,947.2329472329471,720,"ep"
"166.jpg",675.9674629987129,596.2071608624142,857.1772442084941,720,"ep"
"166.jpg",852.7842462998713,115.10871241239988,898.9103724259974,156.8478344670695,"pus"
"166.jpg",344.2985842985843,430.3490037721682,608.9747224903474,636.8478260869565,"ep"
"164.jpg",864.4074912238984,28.56995860058646,940.6435006435006,123.30680070584962,"c-pus"
"164.jpg",1062.0997209573463,350.8692738791423,1118.392395895694,404.5534844054581,"pus"
"164.jpg",1219.4540594062237,308.5769980506823,1266.6512166859793,357.5243664717349,"pus"
"164.jpg",1084.2404326670292,461.3371261983355,1136.8503471244892,518.1792314614934,"pus"
"164.jpg",1142.3076384533065,445.31371832358667,1191.6152897657214,503.2084872894584,"pus"
"164.jpg",1023.6944920732526,220.30397173489277,1078.4088686145597,264.5144980506822,"pus"
"164.jpg",1158.426585608443,684.3586168791118,1215.2453279019078,719.9999999999999,"pus"
"164.jpg",1237.9121069667078,614.8849326685855,1280,650.6743421052631,"pus"
"164.jpg",914.8870029284834,48.56908697831003,914.8870029284834,48.56908697831003,"point-pus"
"164.jpg",896.9996532059187,85.41118421052632,896.9996532059187,85.41118421052632,"point-pus"
"164.jpg",481.38101109741064,683.305953176398,481.38101109741064,683.305953176398,"point-pus"
"164.jpg",472.96345175709,560.1480584395559,472.96345175709,560.1480584395559,"point-pus"
"164.jpg",557.1393341553637,542.2533055355674,557.1393341553637,542.2533055355674,"point-pus"
"164.jpg",510.8426132860666,620.1480584395559,510.8426132860666,620.1480584395559,"point-pus"
"164.jpg",558.1915651972873,630.674406352796,558.1915651972873,630.674406352796,"point-pus"
"164.jpg",446.52031986187353,516.8528478696634,593.8282344734641,712.6423697395236,"c-pus"
"164.jpg",1007.6362411518661,86.55034324942793,1048.2711953024452,121.6991014284182,"rbc"
"164.jpg",317.9407979407979,395.2002455931779,376.14759290540536,453.41536532823227,"pus"
"164.jpg",511.23129826254825,578.6327566325801,511.23129826254825,578.6327566325801,"point-pus"
"164.jpg",1108.6743886743886,230.44052019272024,1155.8987894144143,268.8844728797197,"pus"
"164.jpg",1139.425172940798,202.9805827195366,1178.9618524774774,237.03090920873856,"pus"
"167.jpg",1174.3491076493121,324.9823664317587,1205.915075590126,360.771824054086,"rbc"
"167.jpg",829.658889488286,85.41118421052632,868.5902820591862,123.30592105263158,"rbc"
"167.jpg",913.8347718865598,170.67434210526315,952.7661644574599,204.35856869346216,"rbc"
"167.jpg",933.8265836929717,114.88487645199424,975.9145730579531,148.56907894736844,"rbc"
"167.jpg",428.96129714202743,86.84210526315789,471.04928650700896,124.45602654946012,"rbc"
"167.jpg",482.6740087413362,342.70955165692004,526.345141328746,384.02716861598446,"rbc"
"167.jpg",1169.7093127092287,203.30595317639802,1210.7450710322867,247.89473684210526,"rbc"
"167.jpg",1044.3074714858199,603.1578947368421,1076.399506781751,639.6217105263157,"rbc"
"167.jpg",1152.604066119691,395.2002455931779,1196.5337435649935,443.5297818042048,"rbc"
"167.jpg",688.0480815637065,411.6762181332237,736.3706563706563,452.31693363844397,"rbc"
"167.jpg",648.511402027027,276.5732433048484,688.0480815637065,316.1155774009583,"rbc"
"167.jpg",432.15793918918916,235.93252779962816,484.87351190476187,280.96681922196797,"rbc"
"167.jpg",983.4749034749034,674.1933973648455,1027.4045809202057,720,"rbc"
"167.jpg",53.26471002252252,151.35585200050056,101.5873351029601,193.09499919550916,"rbc"
"167.jpg",2.7456362612612613,480.8753028014159,49.969986727799224,524.8112128146453,"rbc"
"167.jpg",204.82198157979406,470.9897192773885,254.24283100064346,520.4176368975258,"rbc"
"167.jpg",226.78682030244528,283.1636323208667,282.7971163127413,338.08355754791194,"rbc"
"167.jpg",256.4393299549549,388.60985657715963,316.84257360038606,438.0377741972969,"rbc"
"165.jpg",373.16773219138184,1.9867549668874176,485.3267570900123,171.0526315789474,"ep"
"165.jpg",747.718865598027,168.9830177708676,775.3390875462392,199.6847855417352,"pus"
"165.jpg",375.00206347561556,277.20194801313113,472.9880688894565,459.65807497910566,"ep"
"165.jpg",754.6975546975547,136.19851956923983,775.9759969232625,164.57381259385727,"rbc"
"169.jpg",530.308261405672,111.20067395662007,569.2396539765722,145.93751606188323,"pus"
"169.jpg",500.7516552976669,329.99999999999994,549.1527419191219,372.38974171539957,"pus"
"170.jpg",941.2425744229832,382.6821554381015,980.1739669938834,420.5768922802068,"pus"
"171.jpg",1084.7665000221461,466.8926978157743,1137.3765108112952,520.5769083420901,"pus"
"171.jpg",1214.1930968599845,320.63538787425375,1264.6986455652866,360.6353557504873,"pus"
"171.jpg",1143.6451702483453,448.42105263157896,1204.672740377815,508.95894249512673,"pus"
"171.jpg",1141.5408044961873,681.4814814814815,1206.7771061299727,720,"pus"
"171.jpg",488.74643572749693,674.8849326685855,488.74643572749693,674.8849326685855,"point-pus"
"171.jpg",513.9992100801479,622.2532894736843,513.9992100801479,622.2532894736843,"point-pus"
"171.jpg",472.96345175709,554.8848844829358,472.96345175709,554.8848844829358,"point-pus"
"171.jpg",511.89484432799014,546.4638157894736,511.89484432799014,546.4638157894736,"point-pus"
"171.jpg",560.2959309494452,627.516511615954,560.2959309494452,627.516511615954,"point-pus"
"171.jpg",519.2601726263872,573.8322529039885,519.2601726263872,573.8322529039885,"point-pus"
"171.jpg",570.8179523736128,549.6217105263158,570.8179523736128,549.6217105263158,"point-pus"
"171.jpg",451.9194570745993,523.3059371145148,617.11467324291,708.5691110711349,"c-pus"
"171.jpg",1058.9000979136615,347.9741293341944,1118.8754370012077,407.9741293341944,"pus"
"171.jpg",896.9996532059187,83.30592908357319,896.9996532059187,83.30592908357319,"point-pus"
"171.jpg",914.8870029284834,48.56908697831003,914.8870029284834,48.56908697831003,"point-pus"
"171.jpg",945.4007398273736,89.62171855725741,945.4007398273736,89.62171855725741,"point-pus"
"171.jpg",861.4056085326122,26.463823820415296,969.7821305733027,112.77962132504112,"c-pus"
"171.jpg",142.22223898005146,444.62816321331525,376.14759290540536,658.8158565145882,"ep"
"171.jpg",1132.8357263513512,250.21168724077518,1132.8357263513512,250.21168724077518,"point-pus"
"171.jpg",1156.9970640283138,215.0629290617849,1156.9970640283138,215.0629290617849,"point-pus"
"171.jpg",1191.0424710424709,190.8981860966104,1191.0424710424709,190.8981860966104,"point-pus"
"171.jpg",1102.084942084942,166.73344313143593,1232.7756998069497,276.5732433048484,"c-pus"
"171.jpg",1025.2081322393822,222.75174976759155,1077.923704954955,264.4908466819222,"missedlabel"
"173.jpg",1009.1539396468461,624.124634502924,1053.3462947639855,672.5457192582694,"pus"
"173.jpg",799.5255535935494,574.6509824161641,836.3524840806024,615.7036139951115,"pus"
"173.jpg",394.0485319050555,2.253305535567434,450.86727419852036,34.88486842105263,"pus"
"173.jpg",793.5987929583522,26.229913722701934,844.1043416636543,72.92397660818713,"pus"
"173.jpg",506.6337854500617,254.88488448293586,551.8783716091245,294.88490054481906,"pus"
"173.jpg",228.85326757090013,342.2533215974507,273.0456226880395,388.56907894736844,"pus"
"173.jpg",190.97410604192356,430.67437422902964,228.85326757090013,463.30593711451485,"pus"
"173.jpg",309.87260134093714,395.93753212376646,450.86727419852036,546.4638157894738,"ep"
"173.jpg",493.481330918619,111.20067395662007,766.0008862515413,316.46383185135693,"ep"
"173.jpg",370.90012330456227,47.516447368421055,481.3810110974106,141.20067395662005,"ep"
"173.jpg",378.26554793464857,127.51645539936267,489.79866676942044,250.6743742290296,"ep"
"173.jpg",1253.6950909371146,444.9823664317587,1280,490.24550826461234,"pus"
"173.jpg",466.6502581689273,1.200665925678454,509.7903822441431,23.30592908357319,"pus"
"173.jpg",638.5147003050824,28.764010721247562,710.45191193511,74.07407407407406,"pus"
"173.jpg",205.70490713625153,148.5690789473684,407.7271019574599,335.93753212376646,"ep"
"173.jpg",719.1780016954377,667.5164794921875,764.4225878545006,701.2006578947369,"pus"
"173.jpg",919.0958307644883,358.0427952816612,919.0958307644883,358.0427952816612,"point-ep"
"173.jpg",829.658889488286,430.67437422902964,829.658889488286,430.67437422902964,"point-ep"
"173.jpg",1034.8376811035757,327.51646343030427,1034.8376811035757,327.51646343030427,"point-ep"
